"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"QT_APTOS";"QT_SECOES";"QT_SECOES_AGREGADAS";"QT_APTOS_TOT";"QT_SECOES_TOT";"QT_COMPARECIMENTO";"QT_ABSTENCOES";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"QT_VOTOS_BRANCOS";"QT_VOTOS_NULOS";"QT_VOTOS_LEGENDA";"QT_VOTOS_PENDENTES";"QT_VOTOS_ANULADOS";"HH_ULTIMA_TOTALIZACAO";"DT_ULTIMA_TOTALIZACAO"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23353";"BETÂNIA";"108";"3";"Governador";"10076";"28";"2";"10076";"28";"7053";"3023";"N";"5305";"237";"1511";"0";"0";"0";"16:14:14";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25356";"RIBEIRÃO";"28";"5";"Senador";"26353";"88";"10";"26353";"88";"21921";"4432";"N";"25028";"4784";"14030";"0";"0";"0";"16:14:53";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25712";"SÃO JOSÉ DO EGITO";"68";"5";"Senador";"21369";"73";"7";"21369";"73";"17467";"3902";"N";"21506";"3515";"9913";"0";"0";"0";"16:14:25";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"26271";"VITÓRIA DE SANTO ANTÃO";"18";"5";"Senador";"73492";"227";"42";"73492";"227";"64382";"9110";"N";"75173";"13515";"40076";"0";"0";"0";"16:14:13";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24015";"CUSTÓDIA";"65";"7";"Deputado Estadual";"26632";"81";"0";"26632";"81";"20051";"6581";"N";"15644";"985";"1797";"1625";"0";"0";"16:14:14";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25771";"SERRA TALHADA";"71";"6";"Deputado Federal";"56666";"183";"1";"56666";"183";"45995";"10671";"N";"37173";"1776";"4239";"2807";"0";"0";"16:14:19";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25313";"RECIFE";"1";"6";"Deputado Federal";"104589";"297";"22";"104589";"297";"89397";"15192";"N";"69312";"5582";"10366";"4137";"0";"0";"16:14:09";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24996";"PALMARES";"37";"7";"Deputado Estadual";"39673";"121";"6";"39673";"121";"31203";"8470";"N";"23111";"1998";"3913";"2181";"0";"0";"16:14:12";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23655";"CALÇADO";"94";"3";"Governador";"6408";"21";"2";"6408";"21";"5467";"941";"N";"3907";"287";"1273";"0";"0";"0";"16:14:07";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24392";"INAJÁ";"63";"3";"Governador";"13328";"38";"1";"13328";"38";"10114";"3214";"N";"7957";"479";"1678";"0";"0";"0";"16:14:15";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25631";"SÃO JOÃO";"116";"3";"Governador";"17747";"52";"0";"17747";"52";"12449";"5298";"N";"9470";"677";"2302";"0";"0";"0";"16:14:25";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25933";"TACAIMBÓ";"44";"7";"Deputado Estadual";"9854";"33";"4";"9854";"33";"7919";"1935";"N";"5612";"652";"995";"660";"0";"0";"16:14:18";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23124";"JUCATI";"92";"6";"Deputado Federal";"8800";"31";"1";"8800";"31";"7044";"1756";"N";"5323";"585";"643";"493";"0";"0";"16:14:16";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23280";"TAMANDARÉ";"26";"7";"Deputado Estadual";"16378";"47";"0";"16378";"47";"12934";"3444";"N";"10333";"630";"1205";"766";"0";"0";"16:14:17";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24937";"OROBÓ";"33";"3";"Governador";"20287";"64";"1";"20287";"64";"13877";"6410";"N";"9181";"1062";"3634";"0";"0";"0";"16:14:19";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25232";"POÇÃO";"55";"5";"Senador";"9837";"29";"0";"9837";"29";"7338";"2499";"N";"9148";"1620";"3908";"0";"0";"0";"16:14:53";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24651";"JUPI";"92";"3";"Governador";"11126";"41";"5";"11126";"41";"9146";"1980";"N";"6374";"735";"2037";"0";"0";"0";"16:14:08";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24678";"JUREMA";"94";"6";"Deputado Federal";"11259";"34";"0";"11259";"34";"8537";"2722";"N";"6128";"771";"1048";"590";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25453";"SALOÁ";"136";"6";"Deputado Federal";"13351";"46";"5";"13351";"46";"8913";"4438";"N";"7210";"448";"668";"587";"0";"0";"16:14:25";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24830";"MARAIAL";"43";"6";"Deputado Federal";"9937";"38";"2";"9937";"38";"6207";"3730";"N";"5117";"261";"483";"346";"0";"0";"16:14:10";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23574";"CABO DE SANTO AGOSTINHO";"15";"6";"Deputado Federal";"61189";"202";"5";"61189";"202";"54633";"6556";"N";"35791";"3977";"12200";"2665";"0";"0";"16:14:25";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"26255";"VICÊNCIA";"90";"6";"Deputado Federal";"21541";"69";"8";"21541";"69";"16941";"4600";"N";"12960";"949";"1976";"1056";"0";"0";"16:14:13";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24139";"FLORESTA";"72";"6";"Deputado Federal";"23386";"67";"2";"23386";"67";"18097";"5289";"N";"15835";"479";"945";"838";"0";"0";"16:14:10";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"26239";"VERTENTES";"46";"5";"Senador";"15799";"46";"4";"15799";"46";"12202";"3597";"N";"15468";"2844";"6092";"0";"0";"0";"16:14:12";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24490";"ITAÍBA";"143";"5";"Senador";"17778";"60";"6";"17778";"60";"13340";"4438";"N";"19616";"1732";"5332";"0";"0";"0";"16:14:25";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24570";"JABOATÃO DOS GUARARAPES";"101";"5";"Senador";"107717";"287";"1";"107717";"287";"86595";"21122";"N";"103207";"22126";"47857";"0";"0";"0";"16:14:26";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24279";"GRAVATÁ";"30";"3";"Governador";"64246";"174";"0";"64246";"174";"49611";"14635";"N";"29313";"4806";"15492";"0";"0";"0";"16:14:25";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25712";"SÃO JOSÉ DO EGITO";"68";"3";"Governador";"21369";"73";"7";"21369";"73";"17467";"3902";"N";"12816";"941";"3710";"0";"0";"0";"16:14:25";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24511";"ILHA DE ITAMARACÁ";"131";"6";"Deputado Federal";"16957";"46";"0";"16957";"46";"13708";"3249";"N";"10902";"705";"1365";"736";"0";"0";"16:14:53";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24414";"INGAZEIRA";"50";"7";"Deputado Estadual";"3772";"12";"4";"3772";"12";"3128";"644";"N";"2392";"226";"288";"222";"0";"0";"16:14:10";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24619";"JOÃO ALFREDO";"88";"7";"Deputado Estadual";"23795";"71";"1";"23795";"71";"17442";"6353";"N";"13699";"957";"1720";"1066";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25852";"MOREILÂNDIA";"79";"5";"Senador";"8902";"28";"8";"8902";"28";"6850";"2052";"N";"9442";"1140";"3118";"0";"0";"0";"16:14:23";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24953";"OROCÓ";"77";"6";"Deputado Federal";"11890";"36";"1";"11890";"36";"8984";"2906";"N";"7758";"226";"474";"526";"0";"0";"16:14:08";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23515";"BREJO DA MADRE DE DEUS";"54";"6";"Deputado Federal";"31850";"90";"4";"31850";"90";"23813";"8037";"N";"17279";"1780";"3433";"1321";"0";"0";"16:14:15";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24090";"FERREIROS";"27";"6";"Deputado Federal";"9261";"29";"0";"9261";"29";"7439";"1822";"N";"5471";"564";"1001";"403";"0";"0";"16:14:10";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25313";"RECIFE";"1";"7";"Deputado Estadual";"104589";"297";"22";"104589";"297";"89397";"15192";"N";"73291";"4487";"7704";"3915";"0";"0";"16:14:09";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25674";"SÃO JOSÉ DA COROA GRANDE";"42";"3";"Governador";"14109";"44";"0";"14109";"44";"10728";"3381";"N";"6982";"781";"2965";"0";"0";"0";"16:14:25";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23337";"BELO JARDIM";"45";"7";"Deputado Estadual";"60174";"166";"17";"60174";"166";"44521";"15653";"N";"27429";"4514";"9388";"3190";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23205";"ARAÇOIABA";"85";"5";"Senador";"14701";"43";"0";"14701";"43";"12808";"1893";"N";"18355";"2119";"5142";"0";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24856";"MIRANDIBA";"69";"5";"Senador";"10651";"34";"1";"10651";"34";"8719";"1932";"N";"12048";"1172";"4218";"0";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23990";"CUPIRA";"86";"5";"Senador";"18827";"60";"4";"18827";"60";"14423";"4404";"N";"17760";"2772";"8314";"0";"0";"0";"16:14:18";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23140";"DORMENTES";"107";"5";"Senador";"15506";"42";"4";"15506";"42";"11940";"3566";"N";"16520";"1559";"5801";"0";"0";"0";"16:14:14";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23035";"AFRÂNIO";"107";"3";"Governador";"16038";"47";"2";"16038";"47";"12884";"3154";"N";"9081";"665";"3138";"0";"0";"0";"16:14:19";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25577";"SÃO BENEDITO DO SUL";"47";"7";"Deputado Estadual";"8553";"26";"0";"8553";"26";"5377";"3176";"N";"3824";"304";"667";"582";"0";"0";"16:14:15";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23159";"ALTINHO";"48";"7";"Deputado Estadual";"16003";"51";"5";"16003";"51";"13130";"2873";"N";"9243";"912";"2007";"968";"0";"0";"16:14:21";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25259";"POMBOS";"102";"6";"Deputado Federal";"17143";"56";"17";"17143";"56";"15273";"1870";"N";"10862";"1246";"2266";"899";"0";"0";"16:14:12";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23590";"CABROBÓ";"77";"5";"Senador";"24554";"81";"0";"24554";"81";"18589";"5965";"N";"24986";"2955";"9237";"0";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25313";"RECIFE";"5";"7";"Deputado Estadual";"105608";"296";"7";"105608";"296";"92550";"13058";"N";"74545";"4790";"8783";"4432";"0";"0";"16:14:09";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25194";"PETROLÂNDIA";"70";"3";"Governador";"23948";"78";"0";"23948";"78";"18696";"5252";"N";"14157";"993";"3546";"0";"0";"0";"16:14:14";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23779";"CARNAÍBA";"98";"3";"Governador";"14621";"44";"12";"14621";"44";"11217";"3404";"N";"8820";"385";"2012";"0";"0";"0";"16:14:17";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25550";"SANTA TEREZINHA";"99";"3";"Governador";"7159";"27";"2";"7159";"27";"6045";"1114";"N";"4774";"185";"1086";"0";"0";"0";"16:14:52";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24554";"ITAQUITINGA";"125";"3";"Governador";"13672";"41";"0";"13672";"41";"10553";"3119";"N";"8128";"413";"2012";"0";"0";"0";"16:14:08";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24619";"JOÃO ALFREDO";"88";"3";"Governador";"23795";"71";"1";"23795";"71";"17442";"6353";"N";"11691";"1223";"4528";"0";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23043";"SANTA CRUZ DA BAIXA VERDE";"71";"3";"Governador";"8427";"27";"0";"8427";"27";"7120";"1307";"N";"4845";"346";"1929";"0";"0";"0";"16:14:53";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23221";"CASINHAS";"34";"3";"Governador";"11177";"38";"3";"11177";"38";"9213";"1964";"N";"6450";"735";"2028";"0";"0";"0";"16:14:52";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"26131";"TRIUNFO";"67";"3";"Governador";"10620";"36";"4";"10620";"36";"8987";"1633";"N";"5808";"463";"2716";"0";"0";"0";"16:14:16";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23124";"JUCATI";"92";"3";"Governador";"8800";"31";"1";"8800";"31";"7044";"1756";"N";"4840";"607";"1597";"0";"0";"0";"16:14:16";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23370";"BEZERROS";"35";"6";"Deputado Federal";"43646";"143";"20";"43646";"143";"36465";"7181";"N";"22606";"4043";"7343";"2473";"0";"0";"16:14:13";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23370";"BEZERROS";"35";"7";"Deputado Estadual";"43646";"143";"20";"43646";"143";"36465";"7181";"N";"23762";"3682";"6280";"2741";"0";"0";"16:14:13";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23043";"SANTA CRUZ DA BAIXA VERDE";"71";"5";"Senador";"8427";"27";"0";"8427";"27";"7120";"1307";"N";"9184";"914";"4142";"0";"0";"0";"16:14:53";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23256";"BARRA DE GUABIRABA";"39";"3";"Governador";"8948";"30";"0";"8948";"30";"7907";"1041";"N";"5870";"346";"1691";"0";"0";"0";"16:14:07";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23191";"ANGELIM";"116";"6";"Deputado Federal";"8860";"25";"0";"8860";"25";"6585";"2275";"N";"5599";"269";"364";"353";"0";"0";"16:14:16";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"24716";"LAGOA DO OURO";"59";"5";"Senador";"10766";"33";"1";"10766";"33";"8092";"2674";"N";"12431";"879";"2874";"0";"0";"0";"16:14:17";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23930";"CORRENTES";"59";"6";"Deputado Federal";"13597";"41";"0";"13597";"41";"9204";"4393";"N";"7814";"482";"425";"483";"0";"0";"16:14:10";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25496";"SANTA CRUZ DO CAPIBARIBE";"109";"7";"Deputado Estadual";"55590";"170";"0";"55590";"170";"47767";"7823";"N";"38403";"2404";"5132";"1828";"0";"0";"16:14:11";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"26255";"VICÊNCIA";"90";"5";"Senador";"21541";"69";"8";"21541";"69";"16941";"4600";"N";"20492";"3538";"9852";"0";"0";"0";"16:14:13";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23264";"JATOBÁ";"89";"3";"Governador";"9815";"36";"0";"9815";"36";"7984";"1831";"N";"6085";"346";"1553";"0";"0";"0";"16:14:53";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23230";"ARCOVERDE";"57";"3";"Governador";"45916";"160";"24";"45916";"160";"37702";"8214";"N";"27459";"2215";"8028";"0";"0";"0";"16:14:13";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"23116";"ALAGOINHA";"120";"3";"Governador";"12136";"42";"1";"12136";"42";"9223";"2913";"N";"6298";"616";"2309";"0";"0";"0";"16:14:20";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25038";"PANELAS";"47";"7";"Deputado Estadual";"21471";"65";"1";"21471";"65";"14254";"7217";"N";"11258";"597";"1161";"1238";"0";"0";"16:14:20";"07/11/2018"
"24/10/2019";"18:50:13";"2018";"2";"Eleição Ordinária";"1";"297";"ELEIÇÕES GERAIS ESTADUAIS 2018";"07/10/2018";"E";"PE";"PE";"PERNAMBUCO";"25518";"SANTA MARIA DA BOA VISTA";"81";"3";"Governador";"29078";"91";"1";"29078";"91";"22292";"6786";"N";"17184";"976";"4132";"0";"0";"0";"16:14:12";"07/11/2018"
